"Date","WaterLevel"
1946-05-09,672.13
1946-05-10,672.01
1946-05-11,672.06
1946-05-12,672.13
1946-05-13,672.34
1946-05-14,672.23
1946-05-15,672.11
1946-05-16,671.94
1946-05-17,672.06
1946-05-18,672.06
1946-05-19,672.27
1946-05-20,672.32
1946-05-21,672.42
1946-05-22,672.46
1946-05-23,672.4
1946-05-24,672.4
1946-05-25,672.26
1946-05-26,672.26
1946-05-27,672.32
1946-05-28,672.06
1946-05-29,672.02
1946-05-30,671.88
1946-05-31,671.93
1946-06-01,672.26
1946-06-02,672.49
1946-06-03,672.41
1946-06-04,672.31
1946-06-05,672.23
1946-06-06,672.12
1946-06-07,671.94
1946-06-08,671.81
1946-06-09,672.03
1946-06-10,672.25
1946-06-11,672.35
1946-06-12,672.26
1946-06-13,672.18
1946-06-14,672.05
1946-06-15,671.82
1946-06-16,671.85
1946-06-17,671.41
1946-06-18,671.18
1946-06-19,670.82
1946-06-20,671.31
1946-06-21,671.81
1946-06-22,672.31
1946-06-23,672.31
1946-06-24,672.61
1946-06-25,672.67
1946-06-26,672.77
1946-06-27,672.71
1946-06-28,672.65
1946-06-29,672.42
1946-06-30,672.31
1946-07-01,672.29
1946-07-02,671.99
1946-07-03,671.87
1946-07-04,671.71
1946-07-05,671.6
1946-07-06,671.31
1946-07-07,671.16
1946-07-08,671.14
1946-07-09,670.78
1946-07-10,670.44
1946-07-11,670.09
1946-07-12,669.8
1946-07-13,669.48
1946-07-14,669.34
1946-07-15,669.36
1946-07-16,669.04
1946-07-17,668.79
1946-07-18,668.47
1946-07-19,668.26
1946-07-20,668.11
1946-07-21,668.46
1946-07-22,668.9
1946-07-23,668.73
1946-07-24,668.21
1946-07-25,668.01
1946-07-26,667.88
1946-07-27,667.63
1946-07-28,667.48
1946-07-29,667.54
1946-07-30,667.04
1946-07-31,667.43
1946-08-01,666.15
1946-08-02,666.92
1946-08-03,667.07
1946-08-04,667.19
1946-08-05,667.31
1946-08-06,666.64
1946-08-07,666.38
1946-08-08,666.01
1946-08-09,665.72
1946-08-10,665.45
1946-08-11,665.49
1946-08-12,665.65
1946-08-13,665.12
1946-08-14,664.86
1946-08-15,664.48
1946-08-16,664.4
1946-08-17,664.26
1946-08-18,664.44
1946-08-19,664.67
1946-08-20,664.16
1946-08-21,664.17
1946-08-22,663.99
1946-08-23,663.82
1946-08-24,663.61
1946-08-25,663.72
1946-08-26,664.06
1946-08-27,663.71
1946-08-28,663.68
1946-08-29,665.33
1946-08-30,667.74
1946-08-31,668.53
1946-09-01,669.37
1946-09-02,669.84
1946-09-03,670.05
1946-09-04,670.04
1946-09-05,670.01
1946-09-06,670.08
1946-09-07,669.94
1946-09-08,669.84
1946-09-09,670.2
1946-09-10,669.84
1946-09-11,669.66
1946-09-12,669.44
1946-09-13,669.43
1946-09-14,669.24
1946-09-15,672.01
1946-09-16,672.69
1946-09-17,673.19
1946-09-18,673.61
1946-09-19,673.8
1946-09-20,673.97
1946-09-21,674.04
1946-09-22,674.14
1946-09-23,674.1
1946-09-24,673.98
1946-09-25,673.81
1946-09-26,674.58
1946-09-27,679.31
1946-09-28,680.06
1946-09-29,680.57
1946-09-30,680.98
1946-10-01,681.04
1946-10-02,681.15
1946-10-03,681.15
1946-10-04,681.08
1946-10-05,680.96
1946-10-06,680.81
1946-10-07,680.75
1946-10-08,680.51
1946-10-09,680.47
1946-10-10,680.58
1946-10-11,680.41
1946-10-12,680.31
1946-10-13,680.37
1946-10-14,680.46
1946-10-15,680.31
1946-10-16,680.21
1946-10-17,680.17
1946-10-18,680.07
1946-10-19,680.01
1946-10-20,679.86
1946-10-21,679.91
1946-10-22,679.76
1946-10-23,679.65
1946-10-24,679.52
1946-10-25,679.42
1946-10-26,679.25
1946-10-27,679.15
1946-10-28,679.2
1946-10-29,678.81
1946-10-30,678.7
1946-10-31,678.56
1946-11-01,678.43
1946-11-02,678.46
1946-11-03,678.56
1946-11-04,678.6
1946-11-05,678.49
1946-11-06,678.52
1946-11-07,678.49
1946-11-08,678.39
1946-11-09,678.43
1946-11-10,679.23
1946-11-11,680.04
1946-11-12,680.16
1946-11-13,680.22
1946-11-14,680.31
1946-11-15,680.31
1946-11-16,680.26
1946-11-17,680.16
1946-11-18,680.28
1946-11-19,680.06
1946-11-20,679.96
1946-11-21,679.86
1946-11-22,679.66
1946-11-23,679.61
1946-11-24,679.61
1946-11-25,679.66
1946-11-26,679.36
1946-11-27,679.16
1946-11-28,678.96
1946-11-29,678.96
1946-11-30,678.74
1946-12-01,678.63
1946-12-02,678.61
1946-12-03,678.46
1946-12-04,678.33
1946-12-05,678.22
1946-12-06,678.13
1946-12-07,678.04
1946-12-08,678.04
1946-12-09,678.12
1946-12-10,677.91
1946-12-11,678.16
1946-12-12,678.76
1946-12-13,679.01
1946-12-14,679.31
1946-12-15,679.59
1946-12-16,679.81
1946-12-17,679.81
1946-12-18,679.78
1946-12-19,679.8
1946-12-20,679.86
1946-12-21,679.66
1946-12-22,679.74
1946-12-23,679.81
1946-12-24,679.7
1946-12-25,679.66
1946-12-26,679.71
1946-12-27,679.66
1946-12-28,679.62
1946-12-29,679.41
1946-12-30,679.36
1946-12-31,679.22
1947-01-01,679.14
1947-01-02,679.06
1947-01-03,678.86
1947-01-04,678.66
1947-01-05,678.63
1947-01-06,678.66
1947-01-07,678.88
1947-01-08,678.91
1947-01-09,678.89
1947-01-10,679.01
1947-01-11,679.21
1947-01-12,679.49
1947-01-13,679.64
1947-01-14,679.64
1947-01-15,679.62
1947-01-16,679.63
1947-01-17,679.57
1947-01-18,679.72
1947-01-19,680.03
1947-01-20,680.16
1947-01-21,680.05
1947-01-22,680.14
1947-01-23,680.28
1947-01-24,680.34
1947-01-25,680.37
1947-01-26,680.55
1947-01-27,680.7
1947-01-28,680.58
1947-01-29,680.6
1947-01-30,680.51
1947-01-31,680.56
1947-02-01,680.42
1947-02-02,680.4
1947-02-03,680.54
1947-02-04,680.25
1947-02-05,680.24
1947-02-06,680.2
1947-02-07,680.11
1947-02-08,679.76
1947-02-09,679.87
1947-02-10,679.91
1947-02-11,679.77
1947-02-12,679.74
1947-02-13,679.58
1947-02-14,679.49
1947-02-15,679.38
1947-02-16,679.34
1947-02-17,679.48
1947-02-18,679.34
1947-02-19,679.2
1947-02-20,679.21
1947-02-21,679.16
1947-02-22,679.07
1947-02-23,679.07
1947-02-24,679.1
1947-02-25,678.98
1947-02-26,679
1947-02-27,679.02
1947-02-28,679.17
1947-03-01,679.16
1947-03-02,678.97
1947-03-03,679.16
1947-03-04,678.93
1947-03-05,678.86
1947-03-06,678.63
1947-03-07,678.74
1947-03-08,678.71
1947-03-09,678.64
1947-03-10,678.74
1947-03-11,678.720547594522
1947-03-12,678.692257757607
1947-03-13,678.656767066159
1947-03-14,678.615712097084
1947-03-15,678.570729427286
1947-03-16,678.523455633671
1947-03-17,678.475527293143
1947-03-18,678.428580982607
1947-03-19,678.384253278968
1947-03-20,678.34418075913
1947-03-21,678.31
1947-03-22,678.32
1947-03-23,678.44
1947-03-24,678.37
1947-03-25,678.13
1947-03-26,677.98
1947-03-27,677.98
1947-03-28,677.66
1947-03-29,677.76
1947-03-30,677.76
1947-03-31,677.83
1947-04-01,677.79
1947-04-02,677.63
1947-04-03,677.47
1947-04-04,677.38
1947-04-05,677.34
1947-04-06,677.2
1947-04-07,677.19
1947-04-08,677.12
1947-04-09,677.04
1947-04-10,676.86
1947-04-11,676.63
1947-04-12,675.94
1947-04-13,675.89
1947-04-14,676.01
1947-04-15,675.72
1947-04-16,676.02
1947-04-17,676.05
1947-04-18,675.9
1947-04-19,675.87
1947-04-20,675.73
1947-04-21,675.8
1947-04-22,675.51
1947-04-23,675.33
1947-04-24,675.27
1947-04-25,674.97
1947-04-26,675.4
1947-04-27,675.73
1947-04-28,676.05
1947-04-29,675.88
1947-04-30,675.77
1947-05-01,675.775958912587
1947-05-02,675.785110765357
1947-05-03,675.797075745429
1947-05-04,675.811474039923
1947-05-05,675.82792583596
1947-05-06,675.846051320658
1947-05-07,675.865470681138
1947-05-08,675.885804104519
1947-05-09,675.906671777921
1947-05-10,675.927693888464
1947-05-11,675.948490623267
1947-05-12,675.968682169452
1947-05-13,675.987888714136
1947-05-14,676.00573044444
1947-05-15,676.021827547484
1947-05-16,676.035800210388
1947-05-17,676.04726862027
1947-05-18,676.055852964252
1947-05-19,676.061173429453
1947-05-20,676.062850202992
1947-05-21,676.06050347199
1947-05-22,676.053753423566
1947-05-23,676.04222024484
1947-05-24,676.025524122932
1947-05-25,676.003285244961
1947-05-26,675.975123798047
1947-05-27,675.94065996931
1947-05-28,675.899513945871
1947-05-29,675.851305914847
1947-05-30,675.795656063361
1947-05-31,675.73218457853
1947-06-01,675.660511647475
1947-06-02,675.580257457316
1947-06-03,675.491042195172
1947-06-04,675.392486048164
1947-06-05,675.284209203411
1947-06-06,675.165831848032
1947-06-07,675.036974169148
1947-06-08,674.897256353878
1947-06-09,674.746298589343
1947-06-10,674.583721062661
1947-06-11,674.409143960953
1947-06-12,674.222187471338
1947-06-13,674.022471780937
1947-06-14,673.809617076869
1947-06-15,673.583243546253
1947-06-16,673.34297137621
1947-06-17,673.088420753859
1947-06-18,672.81921186632
1947-06-19,672.534964900713
1947-06-20,672.235300044158
1947-06-21,671.919837483774
1947-06-22,671.588197406682
1947-06-23,671.24
1947-06-24,670.656064789439
1947-06-25,670.115846701181
1947-06-26,669.68
1947-06-27,670.43
1947-06-28,670.17
1947-06-29,669.98
1947-06-30,669.93
1947-07-01,669.69
1947-07-02,669.38
1947-07-03,669.27
1947-07-04,669.04
1947-07-05,669.39
1947-07-06,669.43
1947-07-07,669.59
1947-07-08,669.06
1947-07-09,669.21
1947-07-10,669.27
1947-07-11,669.24
1947-07-12,668.87
1947-07-13,669.24
1947-07-14,669.52
1947-07-15,669
1947-07-16,668.5
1947-07-17,668.36
1947-07-18,668.14
1947-07-19,668
1947-07-20,669.06
1947-07-21,669.19
1947-07-22,668.56
1947-07-23,668.22
1947-07-24,667.98
1947-07-25,667.62
1947-07-26,667.54
1947-07-27,667.67
1947-07-28,667.91
1947-07-29,667.48
1947-07-30,667.46
1947-07-31,667.35
1947-08-01,667.16
1947-08-02,667.74
1947-08-03,668.36
1947-08-04,668.81
1947-08-05,668.66
1947-08-06,668.63
1947-08-07,668.26
1947-08-08,667.99
1947-08-09,667.58
1947-08-10,667.43
1947-08-11,668.45
1947-08-12,668.76
1947-08-13,668.87
1947-08-14,669.03
1947-08-15,669.12
1947-08-16,669.1
1947-08-17,669.09
1947-08-18,669.38
1947-08-19,669.03
1947-08-20,668.8
1947-08-21,669.01
1947-08-22,669.32
1947-08-23,669.48
1947-08-24,669.76
1947-08-25,670.14
1947-08-26,670.28
1947-08-27,670.56
1947-08-28,670.59
1947-08-29,670.44
1947-08-30,670.28
1947-08-31,670.28
1947-09-01,670.43
1947-09-02,670.21
1947-09-03,669.75
1947-09-04,669.48
1947-09-05,669.32
1947-09-06,669.09
1947-09-07,669.11
1947-09-08,669.31
1947-09-09,669
1947-09-10,668.99
1947-09-11,668.48
1947-09-12,668.36
1947-09-13,668.52
1947-09-14,668.5
1947-09-15,668.428014123799
1947-09-16,668.346122579943
1947-09-17,668.25569438416
1947-09-18,668.158098552181
1947-09-19,668.054704099737
1947-09-20,667.946880042559
1947-09-21,667.835995396376
1947-09-22,667.72341917692
1947-09-23,667.610520399919
1947-09-24,667.498668081106
1947-09-25,667.38923123621
1947-09-26,667.283578880962
1947-09-27,667.183080031091
1947-09-28,667.08910370233
1947-09-29,667.003018910407
1947-09-30,666.926194671054
1947-10-01,666.86
1947-10-02,666.8
1947-10-03,666.71
1947-10-04,666.68
1947-10-05,666.87
1947-10-06,667.08
1947-10-07,666.89
1947-10-08,666.75
1947-10-09,666.79
1947-10-10,666.59
1947-10-11,666.7
1947-10-12,666.82
1947-10-13,667.05
1947-10-14,667.11
1947-10-15,667.01
1947-10-16,666.96
1947-10-17,666.65
1947-10-18,666.58
1947-10-19,666.66
1947-10-20,666.84
1947-10-21,666.56
1947-10-22,666.4
1947-10-23,666.24
1947-10-24,666.14
1947-10-25,666.15
1947-10-26,666.37
1947-10-27,666.65
1947-10-28,666.41
1947-10-29,666.17
1947-10-30,666.48
1947-10-31,666.54
1947-11-01,666.34
1947-11-02,666.63
1947-11-03,666.74
1947-11-04,666.29
1947-11-05,666.08
1947-11-06,665.97
1947-11-07,665.81
1947-11-08,665.88
1947-11-09,666.23
1947-11-10,666.66
1947-11-11,666.29
1947-11-12,666.24
1947-11-13,666.24
1947-11-14,666.18
1947-11-15,666.66
1947-11-16,666.45
1947-11-17,666.62
1947-11-18,666.86
1947-11-19,667.3
1947-11-20,667.43
1947-11-21,667.58
1947-11-22,667.31
1947-11-23,667.03
1947-11-24,667.33
1947-11-25,667.52
1947-11-26,667.35
1947-11-27,667.31
1947-11-28,667.31
1947-11-29,667.41
1947-11-30,667.31
1947-12-01,667.49
1947-12-02,667.45
1947-12-03,667.01
1947-12-04,667.02
1947-12-05,666.77
1947-12-06,666.66
1947-12-07,667.08
1947-12-08,667.29
1947-12-09,667.46
1947-12-10,667.47
1947-12-11,667.42
1947-12-12,667.4
1947-12-13,667.36
1947-12-14,667.61
1947-12-15,667.89
1947-12-16,667.68
1947-12-17,667.64
1947-12-18,667.59
1947-12-19,667.66
1947-12-20,667.59
1947-12-21,667.63
1947-12-22,667.88
1947-12-23,667.46
1947-12-24,667.27
1947-12-25,667.42
1947-12-26,667.71
1947-12-27,667.71
1947-12-28,667.78
1947-12-29,667.93
1947-12-30,667.74
1947-12-31,667.88
1948-01-01,667.62
1948-01-02,667.73
1948-01-03,667.74
1948-01-04,667.54
1948-01-05,667.6
1948-01-06,667.46
1948-01-07,667.06
1948-01-08,666.96
1948-01-09,667.01
1948-01-10,666.78
1948-01-11,666.79
1948-01-12,667.01
1948-01-13,666.64
1948-01-14,666.41
1948-01-15,666.29
1948-01-16,666.117587078574
1948-01-17,665.98
1948-01-18,665.93
1948-01-19,666.12
1948-01-20,666.29
1948-01-21,666.31
1948-01-22,666.35
1948-01-23,666.44
1948-01-24,666.483954975621
1948-01-25,666.520915823436
1948-01-26,666.551538650914
1948-01-27,666.576479565526
1948-01-28,666.596394674739
1948-01-29,666.611940086026
1948-01-30,666.623771906855
1948-01-31,666.632546244695
1948-02-01,666.638919207018
1948-02-02,666.643546901292
1948-02-03,666.647085434987
1948-02-04,666.650190915573
1948-02-05,666.65351945052
1948-02-06,666.657727147298
1948-02-07,666.663470113375
1948-02-08,666.671404456223
1948-02-09,666.68218628331
1948-02-10,666.696471702107
1948-02-11,666.714916820084
1948-02-12,666.738177744709
1948-02-13,666.766910583453
1948-02-14,666.801771443785
1948-02-15,666.843416433176
1948-02-16,666.892501659094
1948-02-17,666.949683229011
1948-02-18,667.015617250395
1948-02-19,667.090959830716
1948-02-20,667.176367077444
1948-02-21,667.272495098049
1948-02-22,667.38
1948-02-23,667.74
1948-02-24,667.76
1948-02-25,667.68
1948-02-26,667.71
1948-02-27,667.76
1948-02-28,667.71
1948-02-29,667.72
1948-03-01,667.93
1948-03-02,667.25
1948-03-03,666.96
1948-03-04,666.64
1948-03-05,666.46
1948-03-06,666.39
1948-03-07,666.38
1948-03-08,666.41
1948-03-09,666.4
1948-03-10,666.35
1948-03-11,665.93
1948-03-12,665.51
1948-03-13,665.82
1948-03-14,666.16
1948-03-15,666.36
1948-03-16,666
1948-03-17,665.64
1948-03-18,665.49
1948-03-19,665.58
1948-03-20,665.35
1948-03-21,665.38
1948-03-22,665.51
1948-03-23,665.47
1948-03-24,664.97
1948-03-25,664.86
1948-03-26,664.76
1948-03-27,664.56
1948-03-28,664.51
1948-03-29,664.84
1948-03-30,664.52
1948-03-31,664.16
1948-04-01,663.81
1948-04-02,663.66
1948-04-03,663.51
1948-04-04,663.53
1948-04-05,663.73
1948-04-06,663.27
1948-04-07,662.86
1948-04-08,662.2
1948-04-09,661.71
1948-04-10,661.56
1948-04-11,661.46
1948-04-12,661.5
1948-04-13,660.92
1948-04-14,660.98
1948-04-15,660.77
1948-04-16,660.53
1948-04-17,660.37
1948-04-18,660.41
1948-04-19,660.66
1948-04-20,660.17
1948-04-21,659.93
1948-04-22,659.66
1948-04-23,660.25
1948-04-24,660.86
1948-04-25,661.41
1948-04-26,661.92
1948-04-27,661.84
1948-04-28,661.79
1948-04-29,661.51
1948-04-30,661.362412780364
1948-05-01,661.19
1948-05-02,660.97
1948-05-03,660.92
1948-05-04,661.13
1948-05-05,659.9
1948-05-06,659.39
1948-05-07,659.73
1948-05-08,659.75
1948-05-09,659.71
1948-05-10,659.86
1948-05-11,659.26
1948-05-12,660.05
1948-05-13,660.56
1948-05-14,660.67
1948-05-15,660.56
1948-05-16,660.58
1948-05-17,660.57
1948-05-18,659.86
1948-05-19,659.46
1948-05-20,659.06
1948-05-21,658.76
1948-05-22,658.54
1948-05-23,658.56
1948-05-24,658.83
1948-05-25,658.95
1948-05-26,659.41
1948-05-27,659.73
1948-05-28,659.68
1948-05-29,659.49
1948-05-30,659.33
1948-05-31,659.36
1948-06-01,658.66
1948-06-02,658.32
1948-06-03,657.99
1948-06-04,657.63
1948-06-05,657.4
1948-06-06,657.21
1948-06-07,657.47
1948-06-08,656.75
1948-06-09,656.34
1948-06-10,656.3
1948-06-11,656.54
1948-06-12,656.68
1948-06-13,656.6
1948-06-14,656.6
1948-06-15,656.11
1948-06-16,655.64
1948-06-17,655.45
1948-06-18,655.34
1948-06-19,655.1
1948-06-20,655.31
1948-06-21,655.74
1948-06-22,655.59
1948-06-23,655.12
1948-06-24,655.49
1948-06-25,656.04
1948-06-26,656.85
1948-06-27,657.65
1948-06-28,658.16
1948-06-29,658.79
1948-06-30,658.981054432761
1948-07-01,659.12
1948-07-02,659.13
1948-07-03,659.45
1948-07-04,660.61
1948-07-05,661.16
1948-07-06,661.3
1948-07-07,661.17
1948-07-08,660.91
1948-07-09,660.59
1948-07-10,660.14
1948-07-11,660.09
1948-07-12,660.05
1948-07-13,660.06
1948-07-14,659.68
1948-07-15,659.38
1948-07-16,658.83
1948-07-17,658.43
1948-07-18,658.4
1948-07-19,658.38
1948-07-20,657.82
1948-07-21,657.34
1948-07-22,656.96
1948-07-23,656.69
1948-07-24,656.39
1948-07-25,656.36
1948-07-26,656.54
1948-07-27,655.95
1948-07-28,655.48
1948-07-29,655.16
1948-07-30,654.89
1948-07-31,654.69
1948-08-01,654.86
1948-08-02,655.75
1948-08-03,655.14
1948-08-04,654.21
1948-08-05,654.54
1948-08-06,654.47
1948-08-07,654.36
1948-08-08,654.65
1948-08-09,654.9
1948-08-10,654.38
1948-08-11,653.96
1948-08-12,653.71
1948-08-13,653.69
1948-08-14,653.68
1948-08-15,653.9
1948-08-16,654.24
1948-08-17,654.14
1948-08-18,653.77
1948-08-19,653.716192045516
1948-08-20,653.685942016241
1948-08-21,653.6780045582
1948-08-22,653.691134317413
1948-08-23,653.724085939904
1948-08-24,653.775614071696
1948-08-25,653.84447335881
1948-08-26,653.92941844727
1948-08-27,654.029203983097
1948-08-28,654.142584612315
1948-08-29,654.268314980947
1948-08-30,654.405149735013
1948-08-31,654.551843520538
1948-09-01,654.707150983544
1948-09-02,654.869826770052
1948-09-03,655.038625526087
1948-09-04,655.21230189767
1948-09-05,655.389610530824
1948-09-06,655.569306071571
1948-09-07,655.750143165935
1948-09-08,655.930876459937
1948-09-09,656.1102605996
1948-09-10,656.287050230947
1948-09-11,656.46
1948-09-12,656.88
1948-09-13,657.09
1948-09-14,656.76
1948-09-15,656.69
1948-09-16,656.44
1948-09-17,656.35
1948-09-18,656.42
1948-09-19,656.58
1948-09-20,656.86
1948-09-21,656.62
1948-09-22,656.36
1948-09-23,656.31
1948-09-24,656.2
1948-09-25,656.02
1948-09-26,655.81
1948-09-27,656.12
1948-09-28,655.9
1948-09-29,655.64
1948-09-30,655.44
1948-10-01,655.31
1948-10-02,655.01
1948-10-03,655.04
1948-10-04,656.32
1948-10-05,655.04
1948-10-06,655.06
1948-10-07,654.49
1948-10-08,654.71
1948-10-09,654.64
1948-10-10,654.79
1948-10-11,654.92
1948-10-12,654.65
1948-10-13,654.35
1948-10-14,654.24
1948-10-15,654.29
1948-10-16,654.26
1948-10-17,654.96
1948-10-18,656.42
1948-10-19,656.93
1948-10-20,657.18
1948-10-21,657.26
1948-10-22,657.43
1948-10-23,657.44
1948-10-24,657.63
1948-10-25,657.83
1948-10-26,657.7
1948-10-27,657.656168602727
1948-10-28,657.59
1948-10-29,657.52
1948-10-30,657.39
1948-10-31,657.46
1948-11-01,657.58
1948-11-02,657.43
1948-11-03,656.81
1948-11-04,656.47
1948-11-05,656.15
1948-11-06,655.89
1948-11-07,655.82
1948-11-08,656.07
1948-11-09,655.7
1948-11-10,655.73
1948-11-11,656.13
1948-11-12,656.58
1948-11-13,656.54
1948-11-14,656.83
1948-11-15,657.08
1948-11-16,657.14
1948-11-17,657.07
1948-11-18,657.22
1948-11-19,656.98
1948-11-20,657.07
1948-11-21,657.19
1948-11-22,657.17
1948-11-23,657.3
1948-11-24,657.36
1948-11-25,657.54
1948-11-26,657.87
1948-11-27,657.64
1948-11-28,657.43
1948-11-29,657.52
1948-11-30,657.39
1948-12-01,657.34
1948-12-02,657.32
1948-12-03,657.12
1948-12-04,657.1
1948-12-05,657.13
1948-12-06,657.18
1948-12-07,657.02
1948-12-08,656.88
1948-12-09,656.71
1948-12-10,656.49
1948-12-11,656.65
1948-12-12,656.62
1948-12-13,656.77
1948-12-14,656.61
1948-12-15,656.81
1948-12-16,656.72
1948-12-17,656.65
1948-12-18,656.85
1948-12-19,657.01
1948-12-20,657.18
1948-12-21,657.05
1948-12-22,656.77
1948-12-23,656.58
1948-12-24,656.73
1948-12-25,656.64
1948-12-26,656.91
1948-12-27,657.12
1948-12-28,657.2
1948-12-29,656.93
1948-12-30,656.56
1948-12-31,656.64
1949-01-01,656.882551221084
1949-01-02,657.117590056862
1949-01-03,657.29
1949-01-04,656.73
1949-01-05,656.53
1949-01-06,656.39
1949-01-07,656.32
1949-01-08,656.32
1949-01-09,656.06
1949-01-10,655.81
1949-01-11,655.55
1949-01-12,655.61
1949-01-13,655.71
1949-01-14,656.29
1949-01-15,656.45
1949-01-16,656.6
1949-01-17,656.68
1949-01-18,656.63
1949-01-19,656.46
1949-01-20,656.42
1949-01-21,656.64
1949-01-22,656.75
1949-01-23,657.01
1949-01-24,657.13
1949-01-25,656.82
1949-01-26,656.81
1949-01-27,657.46
1949-01-28,656.94
1949-01-29,656.63
1949-01-30,656.35
1949-01-31,655.89
1949-02-01,655.38
1949-02-02,655.7
1949-02-03,656.22
1949-02-04,656.38
1949-02-05,656.39
1949-02-06,656.54
1949-02-07,656.64
1949-02-08,656.58
1949-02-09,656.49
1949-02-10,656.3
1949-02-11,656.28
1949-02-12,656.36
1949-02-13,656.54
1949-02-14,656.41
1949-02-15,656.01
1949-02-16,655.86
1949-02-17,655.59
1949-02-18,655.67
1949-02-19,655.76
1949-02-20,655.74
1949-02-21,655.89
1949-02-22,655.86
1949-02-23,656.18
1949-02-24,656.13
1949-02-25,656.04
1949-02-26,657.81
1949-02-27,659.16
1949-02-28,659.54
1949-03-01,659.8
1949-03-02,659.79
1949-03-03,659.81
1949-03-04,659.82
1949-03-05,660.04
1949-03-06,660.03
1949-03-07,659.98
1949-03-08,659.88
1949-03-09,660.33
1949-03-10,660.25
1949-03-11,659.03
1949-03-12,658.93
1949-03-13,659.03
1949-03-14,659.09
1949-03-15,659.27
1949-03-16,659.39
1949-03-17,659.52
1949-03-18,659.28
1949-03-19,659.33
1949-03-20,659.33
1949-03-21,659.85
1949-03-22,659.43
1949-03-23,659.56
1949-03-24,659.53
1949-03-25,659.44
1949-03-26,659.59
1949-03-27,659.73
1949-03-28,659.9
1949-03-29,659.65
1949-03-30,659.43
1949-03-31,659.18
1949-04-01,659.18
1949-04-02,659.61
1949-04-03,659.79
1949-04-04,660.04
1949-04-05,660.08
1949-04-06,660.14
1949-04-07,660.32
1949-04-08,659.98
1949-04-09,659.92
1949-04-10,660.12
1949-04-11,660.21
1949-04-12,660.05
1949-04-13,659.7
1949-04-14,659.31
1949-04-15,658.74
1949-04-16,659.02
1949-04-17,658.83
1949-04-18,658.98
1949-04-19,658.58
1949-04-20,659.98
1949-04-21,662.02
1949-04-22,662.91
1949-04-23,663.77
1949-04-24,664.9
1949-04-25,666.91
1949-04-26,668.45
1949-04-27,669.53
1949-04-28,669.85
1949-04-29,670.59
1949-04-30,671.11
1949-05-01,671.44
1949-05-02,671.59
1949-05-03,671.5
1949-05-04,671.52
1949-05-05,671.48
1949-05-06,671.43
1949-05-07,671.37
1949-05-08,671.35
1949-05-09,671.41
1949-05-10,670.9
1949-05-11,671.2
1949-05-12,671.2
1949-05-13,671.1
1949-05-14,670.91
1949-05-15,670.98
1949-05-16,671.11
1949-05-17,670.91
1949-05-18,670.74
1949-05-19,670.49
1949-05-20,670.21
1949-05-21,670.05
1949-05-22,669.89
1949-05-23,669.91
1949-05-24,669.4
1949-05-25,668.95
1949-05-26,668.5
1949-05-27,668.68
1949-05-28,668.52
1949-05-29,668.68
1949-05-30,668.61
1949-05-31,667.76
1949-06-01,667.21
1949-06-02,666.6
1949-06-03,666.14
1949-06-04,667.29
1949-06-05,665.71
1949-06-06,666.09
1949-06-07,665.85
1949-06-08,666.12
1949-06-09,666.64
1949-06-10,666.86
1949-06-11,666.8
1949-06-12,667.45
1949-06-13,667.91
1949-06-14,667.86
1949-06-15,667.71
1949-06-16,667.72
1949-06-17,667.7
1949-06-18,667.48
1949-06-19,667.42
1949-06-20,667.56
1949-06-21,666.99
1949-06-22,666.55
1949-06-23,666.11
1949-06-24,665.73
1949-06-25,665.46
1949-06-26,666.52
1949-06-27,667.21
1949-06-28,667.08
1949-06-29,667.14
1949-06-30,666.97
1949-07-01,666.4
1949-07-02,666.78
1949-07-03,667.16
1949-07-04,667.18
1949-07-05,667.2
1949-07-06,666.91
1949-07-07,666.55
1949-07-08,666.14
1949-07-09,665.81
1949-07-10,665.66
1949-07-11,665.7
1949-07-12,664.88
1949-07-13,664.48
1949-07-14,664.13
1949-07-15,664.54
1949-07-16,664.42
1949-07-17,664.49
1949-07-18,664.52
1949-07-19,663.81
1949-07-20,663.4
1949-07-21,662.84
1949-07-22,662.52
1949-07-23,662.45
1949-07-24,662.49
1949-07-25,662.83
1949-07-26,663.82
1949-07-27,663.88
1949-07-28,663.87
1949-07-29,663.69
1949-07-30,663.34
1949-07-31,663.16
1949-08-01,662.75
1949-08-02,663.34
1949-08-03,663.18
1949-08-04,662.65
1949-08-05,661.99
1949-08-06,662.61
1949-08-07,662.93
1949-08-08,663.68
1949-08-09,663.8
1949-08-10,663.66
1949-08-11,663.47
1949-08-12,663.26
1949-08-13,662.82
1949-08-14,662.81
1949-08-15,662.89
1949-08-16,662.18
1949-08-17,661.68
1949-08-18,661.5
1949-08-19,661.27
1949-08-20,660.86
1949-08-21,661.19
1949-08-22,661.46
1949-08-23,660.8
1949-08-24,660.58
1949-08-25,660.31
1949-08-26,660.17
1949-08-27,659.95
1949-08-28,660.64
1949-08-29,661.19
1949-08-30,660.38
1949-08-31,659.99
1949-09-01,659.72
1949-09-02,659.63
1949-09-03,659.62
1949-09-04,659.96
1949-09-05,660.25
1949-09-06,659.85
1949-09-07,659.56
1949-09-08,659.44
1949-09-09,659.17
1949-09-10,659.46
1949-09-11,659.96
1949-09-12,660.32
1949-09-13,659.65
1949-09-14,659.37
1949-09-15,659.22
1949-09-16,659.24
1949-09-17,659.74
1949-09-18,659.81
1949-09-19,659.91
1949-09-20,659.86
1949-09-21,659.74
1949-09-22,659.51
1949-09-23,659.28
